,cathegory,author,title,Publish date,article_content,images descriptions,sentiment
306,COP26,BBC News,In Pictures: Young protesters march for the future,2021-11-05,"Young people have taken to the streets of Glasgow to call for action at the COP26 climate change conference.
Greta Thunberg was among those at the Fridays for Future march which made its way from Kelvingrove Park to George Square in the city.
Here are some of the best images and key moments from the largest demonstration at the climate summit so far.
All photos are subject to copyright.","['climate dog', 'Lady in COP26 mask', 'polar bears', 'World getting hotter sign', 'front of march', 'police car', 'US military banner', 'people at window', 'Dundee protest', 'Tolerate this sign', 'George Square', 'Greta Thunsberg gives a speech in George Square']",3
307,General,BBC News,Title of article,2021-11-05,"The River Lugg runs beside Young Reporter Georgia Helme's family farm near Leominster in Herefordshire but there is a problem - it is heavily polluted.
In February 2020, the farm experienced its worst floods in more than 100 years and what was left behind shocked the family. Human waste, sewage and wet wipes contaminated the field.
Georgia has been investigating the cause of the River Lugg's pollution, its impact on the environment and what can be done to improve the quality of the river.
You can find stories from other young people on the BBC Young Reporter website.
Follow BBC West Midlands on Facebook, Twitter and Instagram. Send your story ideas to: newsonline.westmidlands@bbc.co.uk","['Maisie Goodwin', 'A BBC Young Reporter finds out how your cyber footprint increases your carbon footprint.', '', 'Brian Wilson', 'A composite image of a woman and a township', 'Stella Morris', 'Mercedes Gleitze', 'Brussels protest', 'One-minute World News summary', 'Wildfires', 'A person in a hazmat suit sprays disinfectant', 'Jacinda Ardern']",1
308,COP26,Becky Morton & Malu Cursino,COP26: Duke of Edinburgh-style climate award to launch,2021-11-05,"Pupils will be recognised for their efforts to protect the environment in a new Duke of Edinburgh-style award. 
It is one of a series of measures aimed at putting climate change at the heart of education. 
The plans are being set out by Education Secretary Nadhim Zahawi at the COP26 climate summit in Glasgow. 
Staff will also be supported to teach children about nature and their impact on the world through a ""model science curriculum"", to be in place by 2023.
Climate change is already taught in science and geography lessons in England as part of the curriculum.
Mr Zahawi told BBC Breakfast the model science curriculum would ""support and enrich"" the teaching of climate change for primary school pupils.
The education secretary - who is also the climate change minister for his department - said the ""education and empowerment of youth"" was important and education ministers from other countries are coming together at COP26 on Friday to learn from each other. 
The Climate Leaders award will help children to develop their skills and knowledge in biodiversity and sustainability, with their work recognised at an annual national awards ceremony. 
Pupils will be able to progress through different levels of the award - bronze, silver and gold - in a similar way to the Duke of Edinburgh's Award, which includes volunteering and extracurricular activities. 
The education secretary will also confirm plans to pilot ""energy pods"" that can replace gas and coal boilers to supply a school's heating and hot water without carbon emissions. 
The pods are being tested in some schools first and could be rolled out more widely to other public-sector buildings if successful. 
Mr Zahawi said that all new schools being built in the country, including 50 this year, would have ""net zero in operation"".
Schools, colleges and nurseries are also being encouraged to improve the biodiversity of their grounds.
And from next month, all further education teachers trained via an apprenticeship will be required to integrate sustainability into their teaching. 
The measures are form a draft sustainability and climate change strategy. These measures will be built on over the next six months - in collaboration with young people, teachers, sustainability experts and environmentalists - before a final strategy is published in April 2022. 
The education secretary will host a panel session on the sixth day of the COP26 conference, which is focused on youth and public empowerment, with education ministers from around the world. 
Mr Zahawi said ""education is one of our key weapons in the fight against climate change"". 
""Empowering teachers in every school to deliver world-leading climate change education will not only raise awareness and understanding of the problem, but also equips young people with the skills and knowledge to build a sustainable future,"" he added.
James Bowen, director of policy for school leaders' union NAHT, said there was a ""huge amount of good work already taking place in schools to reduce their carbon footprint"" - but ""a coherent national strategy is essential if we are to see real impact"". 
""The government must be truly ambitious, not just looking to new buildings, but also at how the existing school estate can be made as environmentally-friendly as possible,"" he said. 
He added that any work on a new model curriculum must be developed ""in close consultation with the profession"". 
Meanwhile thousands of young people are taking part in a climate protest in Glasgow organised by Fridays for Future Scotland, a group inspired by the activism of Swedish teenager Greta Thunberg - who is taking part in the demonstration.
One of those taking part is Finlay Pringle, 14, from Ullapool in the Highlands. He said young people ""shouldn't think twice"" about protesting in support of the things they care about.
The education secretary urged pupils not to miss lessons, telling Times Radio he hoped young people would protest ""on a Saturday and a Sunday, not in school time"". 
No 10 added that young people missing school to attend climate demonstrations was ""extremely disruptive at a time when the pandemic has already had a huge impact on their learning"".
Geoff Barton, general secretary of the Association of School and College Leaders, said schools were already working ""very hard on tackling climate change"" but ""children and young people rightly want to see far more concerted action from policy-makers"". 
Ricky Gervais chats acting and what his fans mean to him
Join Andi and Miquita Oliver on the journey of a lifetime","['More on Climate Change bottom strapline', 'A composite image of a woman and a township', 'Protester in Saxony', 'Sub-sea cable inside', 'Still of actress in Romania trafficking documentary', 'A man wearing a mask and coat walks past a building bearing the Olympics logo', 'Srikanth Bolla standing in front of a microphone', 'Dulcie Cowling', 'A doughnut', 'Inside a houseboat on Dal Lake, Kashmir', 'Ricky Gervais', 'Andi and Miquita Oliver']",2
309,COP26,Aled Scourfield,COP26: Newgale road could be destroyed in 15 years,2021-11-05,"Erosion could destroy parts of an important coastal road by 2036 with no guarantee a replacement will be built.
The A487, which runs along Wales' west coast, is a vital link road for people travelling between Haverfordwest and the St Davids peninsula. 
In 2014 experts said the shingle bank at Newgale was unstable, and would lead to the destruction of the road.
Plans were drawn up for a replacement, but a freeze on new road projects in Wales has put that in doubt.
Pembrokeshire council's cabinet member for environment Cris Tomos called for swift action and said it was vital the Welsh government committed to the scheme.
""From our calculations, this shingle bank has around 15 years left. It is imperative that we work quickly to move along with this plan,"" he said. 
""This link is crucial as an economic highway to bring visitors and goods to the area.""
He believes if climate change takes a quicker pace than anticipated it could be ""the first road"" to be affected.
Plans have been drawn up to build a new road link, and a preferred route was chosen in 2018.
It would stretch from the existing road at Penycwm, across the valley to a new roundabout near Roch, some distance from the coast.
Pembrokeshire council hoped it would be completed by 2025.
The local authority estimates it would cost Â£19m and it needs finance from the Welsh government. 
However, in June, deputy climate change minister Lee Waters announced a freeze on all new road projects, pending a review which is not due to be completed until summer 2022.
The Welsh government has provided more than Â£400,000 for the scheme to date, but is yet to commit to building a new route. 
Josh Phillips, chair of Solva community council, said the plans had been earmarked for five years without any tangible work taking place.
""It's vital for public services such as ambulances and the fire services, and providing access to tourism. It's vital. We need action sooner rather than later,"" he said.
""This is Wales-wide and we need to start looking for the solutions for all our towns and communities along the Welsh coast that will be affected by climate change.""
The Welsh government said: ""We have provided funding for the Newgale coastal adaptation plan and A487 route diversion over the last few years. 
""A roads review panel has been set up to look at whether new roads are the right solutions for transport problems, in line with Llwybr Newydd, the Wales Transport Strategy. 
""The panel is expected to produce a full report on current and planned road schemes next summer.""
Ricky Gervais chats acting and what his fans mean to him
Join Andi and Miquita Oliver on the journey of a lifetime","['Around the BBC footer - Sounds', 'A composite image of a woman and a township', 'Protester in Saxony', 'Sub-sea cable inside', 'Still of actress in Romania trafficking documentary', 'A man wearing a mask and coat walks past a building bearing the Olympics logo', 'Srikanth Bolla standing in front of a microphone', 'Dulcie Cowling', 'A doughnut', 'Inside a houseboat on Dal Lake, Kashmir', 'Ricky Gervais', 'Andi and Miquita Oliver']",1
310,General,BBC News,Title of article,2021-11-05,"Education Secretary Nadhim Zahawi has said changes to the primary curriculum will see a focus on climate change science and sustainability studies.
More on the climate summit:
The COP26 global climate summit in Glasgow in November is seen as crucial if climate change is to be brought under control. Almost 200 countries are being asked for their plans to cut emissions, and it could lead to major changes to our everyday lives.  ","['David Shukman', 'Greta Thunberg', '', 'Brian Wilson', 'A composite image of a woman and a township', 'Stella Morris', 'Mercedes Gleitze', 'Brussels protest', 'One-minute World News summary', 'Wildfires', 'A person in a hazmat suit sprays disinfectant', 'Jacinda Ardern']",3
311,General,BBC News,Title of article,2021-11-05,"Tackling the massive issue of climate change can seem daunting at an individual level. 
But as world leaders talk climate change in Glasgow at COP26, people across the country are taking up the challenge in a bid to play their part. 
Projects to create a regenerative fibre from flax, developing community green spaces and turning unwanted hair into booms which soak up oil from rivers are just a few of the community schemes in Wales. 
""I think every individual needs to do something, whether it's something small or something big,"" said Kasey Perks of Create Hair Salon in Cardiff.","['Liz Clements', 'Tyler Edwards', '', 'Brian Wilson', 'A composite image of a woman and a township', 'Stella Morris', 'Mercedes Gleitze', 'Brussels protest', 'One-minute World News summary', 'Wildfires', 'A person in a hazmat suit sprays disinfectant', 'Jacinda Ardern']",2
312,COP26,glas Fraser,Blah Blah Blether in the Blue Zone,2021-11-05,"When Glaswegians blether about a blue zone and a green zone, they're probably talking about football. But for two weeks, this is not about Rangers-Celtic rivalry but about climate change.
A short stone's throw westwards from BBC Scotland headquarters to the Science Centre, the green zone is open to the public for exhibits and discussions on what is to be done. 
A longer stone's throw in a northerly direction would land in United Nations territory. It would be unwise to lob stones, however, as the security is fierce, the fences are high, and vessels patrol the Clyde with military menace to those who wish to disrupt the Cop26 summit.
I went through the queues and airport-style security, entering this small blue strip of Clydeside that is non-Scottish for a fortnight. 
And I can report that it's a fascinating gathering of humanity - every country and race represented, numerous languages spoken, and 28 currencies so far exchanged in the NatWest branch. (Most delegates and observers arrive with US dollars or euros, the manager tells me.)
The summitry was at its highest peak on Monday and Tuesday, when the heads of government were whisked in, made their three-minute speeches, and were whisked out. Their Excellencies' departure left negotiating teams for 10, or 11, or maybe 12 days to grind through the voluminous detail of what each country is offering if they are to fulfil the pledges and meet the targets set six years ago in Paris. 
That process is mostly done in private and in numerous meeting rooms around the Scottish Events Campus. The public face of it is in plenary sessions in two vast marquees, named after two of the higher peaks in Britain - Cairn Gorm and Pen y Fan. They're summits. Get it?
Seats are set out with social distancing in mind for each UN member state. Delegates for each country tend to travel in packs, bristling with self-importance, their imminent arrival at plenary sessions signalled in advance by vibrations in the temporary floor.
Many more seats, further back, are for representative groups of civil society, and of the many offshoots of the UN. The deals may be cut by the big players, but the seating plan is designed to signal that this is inclusive.
And that's where the rest of Cop26 comes in. Blue zone passes are prized, and hard to secure, but this is an event intended to welcome in the world for a gigantic gabfest about climate change. 
It feels busy, with people milling and jostling along the long corridor spine of the campus, Where it widens, there are work stations and chairs set out to encourage conversation or to offer a rest. Anywhere, you can find people squatting by a wall, checking social media or earnestly engaged in Zoom calls to who-knows-where. 
The Hydro, designed for very large concerts, has been turned into an 'Action Zone', with 'Action Hubs'. Slogans exhort attendees: 'Race to Zero', and 'We can do this if we act NOW'.  Some simply reduce that to the slogan 'NOW'. 
A giant and beautiful globe, perhaps 10 metres wide and featuring the world's weather systems in perpetual daylight, hangs from the roof and spins slowly.
'Action', in hubs and zones, turns out to be entirely about talking. And talking. And talking more. 
In small groups, around tables, to audiences and down the barrel of lenses. Around TV cameras, technicians wait wearily and presenters check their studio-quality hair.
Far more activity is through streaming links to the worldwide web of climate change activists. Numerous bloggers and vloggers are in selfie mode, transmitting their efforts and insights back to their supporter bases in distant lands.
This is the NGOcracy: non-government organisations which are drawn into the conversations between nations. While activists seek protest and grandstand outside the perimeter fence, and rail against the 'blah blah blah' of the government representatives inside, the uncomfortable truth for them is that their people are literally inside the tent.
In a vast hall of two-storey pavilions, the Peatland Pavilion is next to Ghana's and the Indigenous People's Forum. The Climate Vulnerable Forum is next to Korea, Scotland and Turkey, and not far from WWF pressure group. Compassion in World Farming adjoins five central Asian republics.
There is a water pavilion, near one for the cryosphere (the earth's receding icy bits). Poorer countries offer little more than flags, leaflets and reproach for promises unmet, while Qatar and the UAE flare and flash their oil and gas wealth for all to see.
Europeans, who seem to dominate the crowds and discussions, play down their state of global privilege, with pavilions designed for, well, more talking. France goes for a minimalist, stripped down wooden stockade. Germany has little more than a TV studio. 
The UK is branded with capitals 'GREAT Britain'. Having the presidency, it gets the best location - next to the vast United Nations pavilion.
Throughout the day, each pavilion has a programme of speaker events. But quietly. To avoid clashing speeches in neighbouring pavilions, audiences listen through headphones. 
This is also because so much of the discussion is being streamed online, and some contributors beamed in from far away. In the Armadillo concert venue, its 3,000 seats are cordoned off with yellow tape, and its wide stage set out only for the cameras.
The summit has its own 'side events', with titles that demonstrate how a complex organisation can squeeze the life out of language: ""Informal consultations on matters relating to the forum on the impacts of response measure"", and another on ""'the second periodic review of the long-term global goal"".
There is a more digestible prospect from ProVeg Deutschland: 'It's time to address the cow in the room: we want diet change'.
There is business too. Lots of business. Its pavilion is next to a small section for a group drawing attention to the plight of the Congolese forest. But its presence is much more pervasive.
Primary sponsors and supporters of the United Nations organisers include Microsoft, NatWest, Scottish Power, SSE, Sainsbury's, Sky and Unilever. On display, there is a hydrogen powered double-decker bus made by Alexander Dennis in Falkirk, and an all-electric Jaguar. The brand with the best product placement, however, is Dettol. The masks and constant cleaning remind you this is a gathering with big infection risks.
In numerous meeting rooms throughout the campus, they're talking deals. Billions and billions of dollars, euros and pounds are in search of green projects, and finding quality ones can be hard to pin down. 
By happy coincidence, many of the 'observers' have projects to promote - including city and regional governments, power companies, transport and data innovators. They are in search of those billions. 
So Cop26 is at least three-fold; the ultimate government summit on co-ordinating a response to the world's biggest challenge: it's a gathering for the global environmental movement: and it's a trade fair for businesses and banks that are plugging into its potential for making profit as well as doing good. 
What gives it added energy is the expectation that this Glasgow Cop must set the pace for the decisive decade, and that this is the first time such a gathering has been possible since the pandemic struck. As a representative sample of the world's people, you can sense the relief at being able to meet up, and be social animals. 
There's less pleasure taken in the amount of queuing.  To get in, snaking queues leading to airport-style security last up to an hour at their morning peak. They feature highly unBritish queue-jumping.
Once inside, the only sign of being on UN territory is that British police are gone, and replaced by brown, American-style security uniforms. 
And the only sign of being in an enclave of Scotland is the food, for which more queues are a feature. 
In seeking to reduce food miles, the UN doesn't do world cuisine. A huge black-draped eating hall is dominated by a sign simply saying 'Fish and Chips'.  This is Peterhead-landed, says the menu, and for Â£8, you have also to account for 1.1kg of carbon dioxide.
'Grab and Go' stalls are a further showcase for Scottish fare; vegetarian broth at 0.1kg of CO2 or a venison roll at 0.7kg.
Do the delegates and observers in this Conference of Parties 26 appreciate the local food? They don't have much choice. Like any other, this environmental army marches on its stomach. 
Only one staple of the Scottish diet is left when everything else is consumed - shelf upon shelf of Irn Bru. 
Ricky Gervais chats acting and what his fans mean to him
Join Andi and Miquita Oliver on the journey of a lifetime","['food and drink at cop26', 'A composite image of a woman and a township', 'Protester in Saxony', 'Sub-sea cable inside', 'Still of actress in Romania trafficking documentary', 'A man wearing a mask and coat walks past a building bearing the Olympics logo', 'Srikanth Bolla standing in front of a microphone', 'Dulcie Cowling', 'A doughnut', 'Inside a houseboat on Dal Lake, Kashmir', 'Ricky Gervais', 'Andi and Miquita Oliver']",1
313,COP26,BBC News,COP26: Voice of youth has its say - inside and outside summit,2021-11-05,"Here are five things you need to know about the COP26 climate change conference on Friday.
It's the turn of young people to have their say on how to address climate change, so expect a very different feel to the summit from earlier in the week, when the average age in the room was 60. As well as youngsters explaining how climate change is affecting them, UK government Education Secretary Nadhim Zahawi will set out a series of measures aimed at further embedding climate change in the English schools curriculum. The plans include a Climate Leaders award recognising efforts to protect the environment.
Away from the summit campus, thousands of young people are expected to join a march through the city organised by campaigner Greta Thunberg's Fridays for Future movement. With speeches scheduled afterwards, our environment correspondent Helen Briggs says we can expect to hear whether young activists are encouraged by the deals struck so far, or whether they consider them - as the Swedish teenager puts it - more ""blah, blah, blah"". 
This video can not be played
Txai SuruÃ­'s powerful speech about the effects of deforestation in the Amazon, on the climate summit's opening day, may have won plaudits and impressed global leaders in the room. But the activist, who's from one of the rainforest's indigenous communities, was publicly criticised by her country's President, Jair Bolsanaro, for ""attacking Brazil"". Since then, she says, she has received death threats on social media.
This video can not be played
One hundred miles or so north of Glasgow, in the Cairngorms National Park, after the UK's longest lasting patch of snow disappeared for what observers say is only the eighth time in three centuries, people are troubled. They tell BBC Young Reporter Sofia their fears for what less snow and fewer snow days means for both life in the town of Aviemore - and the planet.
This video can not be played
As head of catering operations for the COP26 campus, Lorna Wilson has overseen a transformation - ditching single-use plastics and aiming to supply 80% Scottish (and 95% British) food to up to 14,000 delegates a day. ""Every single product line has been looked at individually: where did it come from, can we validate its source?"" she says. ""It goes right the way down to which tea bags we use, which wine we're purchasing - to uniforms, pens and pencils."" Read her personal account.
COP26 PUSH NOTIFICATIONS: If you want to keep up with the latest around the climate summit, tap here to receive alerts on your phone.
Get a longer daily news briefing from the BBC in your inbox, each weekday morning, by signing up here.
There's been a lot of talk about cutting carbon emissions this week. But only two months ago, UN analysts reported we're actually on course to increase them. Scientists say to avoid the worst impacts of hotter conditions, our emissions must drop by 45% by 2030. The report, analysing the climate policies of more than 100 countries before the summit, said they would increase by 16% during that period. That could, it projected, cause a rise of 2.7C (4.9F) above pre-industrial times - far above the 2C pledged by the international community.
You can find further information on our climate page.
What questions do you have about changes in our climate? 
In some cases your question will be published, displaying your name, age and location as you provide it, unless you state otherwise. Your contact details will never be published. Please ensure you have read our terms & conditions and privacy policy.
Use this form to ask your question: 
If you are reading this page and can't see the form you will need to visit the mobile version of the BBC website to submit your question or send them via email to YourQuestions@bbc.co.uk. Please include your name, age and location with any question you send in. 
Ricky Gervais chats acting and what his fans mean to him
Join Andi and Miquita Oliver on the journey of a lifetime","['YQA logo', 'A composite image of a woman and a township', 'Protester in Saxony', 'Sub-sea cable inside', 'Still of actress in Romania trafficking documentary', 'A man wearing a mask and coat walks past a building bearing the Olympics logo', 'Srikanth Bolla standing in front of a microphone', 'Dulcie Cowling', 'A doughnut', 'Inside a houseboat on Dal Lake, Kashmir', 'Ricky Gervais', 'Andi and Miquita Oliver']",1
314,COP26,Stephanie Hegarty,COP26: Emissions of rich put climate goals at risk - study,2021-11-05,"The carbon footprint of the world's richest 1% is on track to be 30 times higher than what's needed to limit global warming to 1.5C, a study says.
But emissions of the poorest 50% will continue to be below climate goals. 
The research, carried out by two European environmental agencies, comes as world leaders meet at the COP26 climate conference in Glasgow.
""A tiny elite appear to have a free pass to pollute,"" says Naftoke Dabi at Oxfam.
The charity commissioned the study from the Stockholm Environment Institute and the Institute for European Environmental Policy. 
""Their over-sized emissions are fuelling extreme weather around the world and jeopardising the international goal of limiting global heating.""
Climate scientists warn that there is a finite amount of greenhouse gases that we can continue to release into the atmosphere before the planet warms to more than 1.5C from pre-industrial levels. By 2030, they say, we need to only emit as much carbon dioxide as the planet can absorb.
If this amount were split evenly and every adult on the planet had a share, by 2030 we could each emit 2.3 tonnes of CO2 every year.
The super-rich - many of whom have multiple homes, private jets and superyachts - emit a lot more than others. A recent study that tracked the air travel of celebrities via their social media accounts found some emitted over a thousand tonnes a year. 
But the global 1% are not just billionaires, or even millionaires - it includes anyone earning over $172,000. 
This study also looked at the world's richest 10% - anyone earning over $55,000 - and found emissions were still high. The richest 10% will emit nine times more carbon dioxide than their share.
One example of people in the top 10% is the Curths, a family of four in the suburbs of Toledo, Ohio. Traci Curth, her husband and her teenage daughter each drive a car. 
""The suburb I live in, that's pretty much how everyone gets around,"" says Traci.
Toledo has hot summers and cold winters, so the air-conditioning is on when the heating isn't. The family has a freezer loaded with chicken breasts and mince beef - they eat meat about four or five times a week.
""I would say that's pretty normal for most American families,"" says Traci.
For English teacher Togonin Severin Togo in Kati, Mali, life is quite different. 
Like 80% of people in the world he doesn't have a car - he travels to work on his moped. 
""Cars are considered to be for rich people,"" he says.  
He gave up meat recently, but before that he ate it just two or three times a week. And - like 90% of people around the world - he's never been on an aeroplane. 
But he does worry about emissions from people burning waste in his city, where the waste management system is not functional, as well as the inefficient wood and gas burners used for cooking.
Oxfam's report found that it's the 40% in the middle doing the most to curb emissions. 
While their carbon footprint rose significantly between 1990 and 2015, it is set to drop, thanks to changes being made at government level in sectors like transport and energy since the Paris climate agreement in 2015. 
But governments need to do more, Oxfam's Naftoke Dabi says, calling for bans and taxes on ""carbon-intensive luxury goods, such as mega-mansions, SUVs or space tourism"".
""They need to tackle the emissions of the richest because they're hugely responsible for the climate crisis, and it's the poorest that are paying the highest price,"" she says.
Ricky Gervais chats acting and what his fans mean to him
Join Andi and Miquita Oliver on the journey of a lifetime","['More on Climate Change bottom strapline', 'A composite image of a woman and a township', 'Protester in Saxony', 'Sub-sea cable inside', 'Still of actress in Romania trafficking documentary', 'A man wearing a mask and coat walks past a building bearing the Olympics logo', 'Srikanth Bolla standing in front of a microphone', 'Dulcie Cowling', 'A doughnut', 'Inside a houseboat on Dal Lake, Kashmir', 'Ricky Gervais', 'Andi and Miquita Oliver']",1
315,Climate change,Chris McLaughlin,I play for the greenest football club in the world,2021-11-05,"In the picturesque Cotswolds, a footballer from Bellshill in Lanarkshire is plying his trade with a club recognised by the United Nations as the greenest in the world.
A strange mix, but one that's working for both parties in more ways than one.
A burning passion for sporting sustainability wasn't the reason for Nicky Cadden making the switch last year from Greenock Morton, in the Scottish Championship, to Forest Green Rovers in English League Two - but it's a way of life he is now embracing.
""It has made me think about what I'm eating and what I'm putting into my body - I'm not a full on vegan but I'm definitely eating more tofu as a substitute for meat,"" the 25-year-old winger says.
""To be honest, I'm not sure I could live without cheese and milk.""
His new club is fully vegan, though - everything from the half-time pies, to the players pre-match meals is completely plant based - no exceptions.
""I've actually done a lot more research about it since I've been down here,"" Cadden says. 
""I never thought climate change was such a big deal until I started looking into it - it's massive.
""We've only got one planet if we don't look after it, then what?"" says the former Livingston and Airdrie player.
Forest Green is a football club where net zero is every bit as important as netting goals.
Power for the club's stadium comes from a solar panels stretched across the roof of the stands; the team's strips are made from bamboo; the pitch is completely organic; electric power points for cars can be found around the stadium - even the electronic advertisement boards are powered by wind.
It's the first, Fifa recognised, carbon neutral club in the world and with that, comes global media attention, especially in the weeks before COP26.
In the past few weeks alone, camera crews have arrived to tell the Forest Green story from Germany, Mexico and the USA.
""It's turning people's heads and making a name for the club,"" said Cadden.
""Hopefully we can progress up the leagues and take the message with us.""
Even if they progress no further, Forest Green are already the footballing benchmark when it comes to sustainability.
Owner, and former new age traveller, Dale Vince speaks regularly to clubs from across the world who call to ask what they can learn.
With Fifa and the English Premier League now committed to carbon neutrality by 2040, his phone is going to be very busy.
""It's been going on for a long time, to be fair,"" he says.
""It's just that the level of interest has been increasing every year. 
""The idea is to engage the entire world of sport and through them, reach the entire world of sports fans, billions of people, and engage them in the fight against the climate crisis.""
Sport's global carbon footprint is understood to be roughly the same size as countries such as Poland or Spain - not insignificant but experts say sport's secret weapon in the climate change battle is its ability to raise awareness.
""What sport can do is transform the public conversation about carbon zero politics,"" said David Goldblatt, who is the chairman of Football for the Future.
""Sport reaches a demography and numbers of people that no other popular cultural phenomena reaches.
""In a world where cynicism towards politicians and scientists is rife, sport retains a kind of strange authenticity.""
Cadden's climate change journey may well have been an accidental one but he's also enjoying his football at a club that has captured the attention of their opponents as well as the wider world.
Being heard on climate change is easier when you sit top of your league and can show that football and sustainability can happily exist together. 
""It's been a big change for me, being the first time I've moved away from the family, but I've settled in really well and I'm loving my football here,"" said Cadden.
""Everyone knows how huge football is in this country and if I can do my bit to play well and raise awareness at the same time, then I'm happy.""
Ricky Gervais chats acting and what his fans mean to him
Join Andi and Miquita Oliver on the journey of a lifetime","['forest green stadoium', 'A composite image of a woman and a township', 'Protester in Saxony', 'Sub-sea cable inside', 'Still of actress in Romania trafficking documentary', 'A man wearing a mask and coat walks past a building bearing the Olympics logo', 'Srikanth Bolla standing in front of a microphone', 'Dulcie Cowling', 'A doughnut', 'Inside a houseboat on Dal Lake, Kashmir', 'Ricky Gervais', 'Andi and Miquita Oliver']",3
